rank,from,to,pair,tier,evidence,monthly_search_volume,region,category_from,category_to,conversion_kind,source_url
11904,pdb,mrw,"pdb to mrw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11905,pdb,odd,"pdb to odd",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11906,pdb,odg,"pdb to odg",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11907,pdb,orf,"pdb to orf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11908,pdb,pef,"pdb to pef",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11909,pdb,ppm,"pdb to ppm",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11910,pdb,ps,"pdb to ps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11911,pdb,psb,"pdb to psb",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11912,pdb,pub,"pdb to pub",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11913,pdb,raf,"pdb to raf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11914,pdb,rst,"pdb to rst",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11915,pdb,rw2,"pdb to rw2",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11916,pdb,sdw,"pdb to sdw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11917,pdb,tex,"pdb to tex",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11918,pdb,tga,"pdb to tga",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11919,pdb,wpd,"pdb to wpd",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11920,pdb,wps,"pdb to wps",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11921,pdb,x3f,"pdb to x3f",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11922,pdb,xcf,"pdb to xcf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11923,pdb,xps,"pdb to xps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11924,pdb,zabw,"pdb to zabw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11953,pml,3fr,"pml to 3fr",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11954,pml,abw,"pml to abw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11955,pml,cr3,"pml to cr3",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11956,pml,crw,"pml to crw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11957,pml,dcr,"pml to dcr",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11958,pml,djvu,"pml to djvu",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11959,pml,docm,"pml to docm",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11960,pml,dot,"pml to dot",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11961,pml,dotx,"pml to dotx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11962,pml,erf,"pml to erf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11963,pml,hwp,"pml to hwp",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11964,pml,hwpx,"pml to hwpx",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11965,pml,icns,"pml to icns",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11966,pml,lwp,"pml to lwp",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11967,pml,mos,"pml to mos",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11968,pml,mrw,"pml to mrw",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11969,pml,odd,"pml to odd",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11970,pml,odg,"pml to odg",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11971,pml,orf,"pml to orf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11972,pml,pef,"pml to pef",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11973,pml,ppm,"pml to ppm",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11974,pml,ps,"pml to ps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11975,pml,psb,"pml to psb",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11976,pml,pub,"pml to pub",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11977,pml,raf,"pml to raf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11978,pml,rst,"pml to rst",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11979,pml,rw2,"pml to rw2",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11980,pml,sdw,"pml to sdw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11981,pml,tex,"pml to tex",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11982,pml,tga,"pml to tga",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11983,pml,wpd,"pml to wpd",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11984,pml,wps,"pml to wps",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11985,pml,x3f,"pml to x3f",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11986,pml,xcf,"pml to xcf",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11987,pml,xps,"pml to xps",TIER-2,enumerated (heuristic order),,,ebook,image,cross-category,https://cloudconvert.com/ebook-converter
11988,pml,zabw,"pml to zabw",TIER-2,enumerated (heuristic order),,,ebook,document,cross-category,https://cloudconvert.com/ebook-converter
11989,pot,3fr,"pot to 3fr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
11990,pot,abw,"pot to abw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
11991,pot,cr3,"pot to cr3",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
11992,pot,crw,"pot to crw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
11993,pot,dcr,"pot to dcr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
11994,pot,djvu,"pot to djvu",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
11995,pot,docm,"pot to docm",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
11996,pot,dot,"pot to dot",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
11997,pot,dotx,"pot to dotx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
11998,pot,erf,"pot to erf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
11999,pot,hwp,"pot to hwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12000,pot,hwpx,"pot to hwpx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12001,pot,icns,"pot to icns",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12002,pot,lwp,"pot to lwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12003,pot,mos,"pot to mos",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12004,pot,mrw,"pot to mrw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12005,pot,odd,"pot to odd",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12006,pot,odg,"pot to odg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12007,pot,orf,"pot to orf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12008,pot,pef,"pot to pef",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12009,pot,ppm,"pot to ppm",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12010,pot,ps,"pot to ps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12011,pot,psb,"pot to psb",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12012,pot,pub,"pot to pub",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12013,pot,raf,"pot to raf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12014,pot,rst,"pot to rst",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12015,pot,rw2,"pot to rw2",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12016,pot,sdw,"pot to sdw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12017,pot,tex,"pot to tex",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12018,pot,tga,"pot to tga",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12019,pot,wpd,"pot to wpd",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12020,pot,wps,"pot to wps",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12021,pot,x3f,"pot to x3f",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12022,pot,xcf,"pot to xcf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12023,pot,xps,"pot to xps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12024,pot,zabw,"pot to zabw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12025,potx,3fr,"potx to 3fr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12026,potx,abw,"potx to abw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12027,potx,cr3,"potx to cr3",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12028,potx,crw,"potx to crw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12029,potx,dcr,"potx to dcr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12030,potx,djvu,"potx to djvu",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12031,potx,docm,"potx to docm",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12032,potx,dot,"potx to dot",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12033,potx,dotx,"potx to dotx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12034,potx,erf,"potx to erf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12035,potx,hwp,"potx to hwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12036,potx,hwpx,"potx to hwpx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12037,potx,icns,"potx to icns",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12038,potx,lwp,"potx to lwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12039,potx,mos,"potx to mos",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12040,potx,mrw,"potx to mrw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12041,potx,odd,"potx to odd",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12042,potx,odg,"potx to odg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12043,potx,orf,"potx to orf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12044,potx,pef,"potx to pef",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12045,potx,ppm,"potx to ppm",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12046,potx,ps,"potx to ps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12047,potx,psb,"potx to psb",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12048,potx,pub,"potx to pub",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12049,potx,raf,"potx to raf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12050,potx,rst,"potx to rst",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12051,potx,rw2,"potx to rw2",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12052,potx,sdw,"potx to sdw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12053,potx,tex,"potx to tex",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12054,potx,tga,"potx to tga",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12055,potx,wpd,"potx to wpd",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12056,potx,wps,"potx to wps",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12057,potx,x3f,"potx to x3f",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12058,potx,xcf,"potx to xcf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12059,potx,xps,"potx to xps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12060,potx,zabw,"potx to zabw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12089,pps,3fr,"pps to 3fr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12090,pps,abw,"pps to abw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12091,pps,cr3,"pps to cr3",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12092,pps,crw,"pps to crw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12093,pps,dcr,"pps to dcr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12094,pps,djvu,"pps to djvu",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12095,pps,docm,"pps to docm",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12096,pps,dot,"pps to dot",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12097,pps,dotx,"pps to dotx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12098,pps,erf,"pps to erf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12099,pps,hwp,"pps to hwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12100,pps,hwpx,"pps to hwpx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12101,pps,icns,"pps to icns",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12102,pps,lwp,"pps to lwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12103,pps,mos,"pps to mos",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12104,pps,mrw,"pps to mrw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12105,pps,odd,"pps to odd",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12106,pps,odg,"pps to odg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12107,pps,orf,"pps to orf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12108,pps,pef,"pps to pef",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12109,pps,ppm,"pps to ppm",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12110,pps,ps,"pps to ps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12111,pps,psb,"pps to psb",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12112,pps,pub,"pps to pub",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12113,pps,raf,"pps to raf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12114,pps,rst,"pps to rst",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12115,pps,rw2,"pps to rw2",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12116,pps,sdw,"pps to sdw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12117,pps,tex,"pps to tex",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12118,pps,tga,"pps to tga",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12119,pps,wpd,"pps to wpd",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12120,pps,wps,"pps to wps",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12121,pps,x3f,"pps to x3f",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12122,pps,xcf,"pps to xcf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12123,pps,xps,"pps to xps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12124,pps,zabw,"pps to zabw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12125,ppsx,3fr,"ppsx to 3fr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12126,ppsx,abw,"ppsx to abw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12127,ppsx,cr3,"ppsx to cr3",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12128,ppsx,crw,"ppsx to crw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12129,ppsx,dcr,"ppsx to dcr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12130,ppsx,djvu,"ppsx to djvu",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12131,ppsx,docm,"ppsx to docm",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12132,ppsx,dot,"ppsx to dot",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12133,ppsx,dotx,"ppsx to dotx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12134,ppsx,erf,"ppsx to erf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12135,ppsx,hwp,"ppsx to hwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12136,ppsx,hwpx,"ppsx to hwpx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12137,ppsx,icns,"ppsx to icns",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12138,ppsx,lwp,"ppsx to lwp",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12139,ppsx,mos,"ppsx to mos",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12140,ppsx,mrw,"ppsx to mrw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12141,ppsx,odd,"ppsx to odd",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12142,ppsx,odg,"ppsx to odg",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12143,ppsx,orf,"ppsx to orf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12144,ppsx,pef,"ppsx to pef",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12145,ppsx,ppm,"ppsx to ppm",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12146,ppsx,ps,"ppsx to ps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12147,ppsx,psb,"ppsx to psb",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12148,ppsx,pub,"ppsx to pub",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12149,ppsx,raf,"ppsx to raf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12150,ppsx,rst,"ppsx to rst",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12151,ppsx,rw2,"ppsx to rw2",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12152,ppsx,sdw,"ppsx to sdw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12153,ppsx,tex,"ppsx to tex",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12154,ppsx,tga,"ppsx to tga",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12155,ppsx,wpd,"ppsx to wpd",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12156,ppsx,wps,"ppsx to wps",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12157,ppsx,x3f,"ppsx to x3f",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12158,ppsx,xcf,"ppsx to xcf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12159,ppsx,xps,"ppsx to xps",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12160,ppsx,zabw,"ppsx to zabw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12161,pptm,3fr,"pptm to 3fr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12162,pptm,abw,"pptm to abw",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12163,pptm,cr3,"pptm to cr3",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12164,pptm,crw,"pptm to crw",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12165,pptm,dcr,"pptm to dcr",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
12166,pptm,djvu,"pptm to djvu",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12167,pptm,docm,"pptm to docm",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12168,pptm,dot,"pptm to dot",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12169,pptm,dotx,"pptm to dotx",TIER-2,enumerated (heuristic order),,,presentation,document,cross-category,https://cloudconvert.com/presentation-converter
12170,pptm,erf,"pptm to erf",TIER-2,enumerated (heuristic order),,,presentation,image,cross-category,https://cloudconvert.com/presentation-converter
